,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,color_num,cut_num,carat_log,price_predicted
0,0.91,Very Good,H,SI2,63.4,57.0,6.1,6.18,3.89,2.0,2.0,3.0,-0.09431067947124129,3311.0128657806613
1,0.38,Good,F,VS2,60.3,61.0,4.68,4.71,2.83,4.0,4.0,2.0,-0.9675840262617056,895.3346257982345
2,0.52,Ideal,H,VS2,61.8,56.0,5.19,5.16,3.2,4.0,2.0,5.0,-0.6539264674066639,1540.4078139542812
3,1.1,Ideal,G,VS1,61.3,56.0,6.65,6.69,4.09,3.0,3.0,5.0,0.09531017980432493,5927.330620077535
4,2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18,2.0,3.0,5.0,0.8241754429663494,20482.797747994042
5,2.01,Very Good,J,VS2,60.8,58.0,8.08,8.16,4.94,4.0,0.0,3.0,0.6981347220709843,14724.928118954496
6,1.06,Ideal,G,SI2,62.2,57.0,6.51,6.49,4.04,2.0,3.0,5.0,0.058268908123975824,5051.379729398177
7,0.7,Premium,E,SI1,60.1,58.0,5.81,5.83,3.5,1.0,5.0,4.0,-0.35667494393873245,2393.983389746323
8,0.73,Premium,I,VS2,59.7,59.0,5.94,5.81,3.51,4.0,1.0,4.0,-0.31471074483970024,2573.236104956139
9,0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,7.0,2.0,5.0,-0.31471074483970024,3776.098068656403
10,1.0,Good,D,VS2,64.1,58.0,6.24,6.33,4.03,4.0,6.0,2.0,0.0,6040.902287015974
11,0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,6.0,3.0,5.0,-1.1086626245216111,865.5223914568791
12,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,6.0,0.0,5.0,-0.616186139423817,1724.409978461828
13,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,4.0,6.0,5.0,-1.1086626245216111,888.6982733974487
14,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,4.0,6.0,1.0,-0.6733445532637656,1700.960862229406
15,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1.0,5.0,5.0,-0.6733445532637656,1392.040761211088
16,0.3,Good,I,SI1,63.2,55.0,4.25,4.29,2.7,1.0,1.0,2.0,-1.2039728043259361,356.9726092179025
17,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58,2.0,2.0,2.0,0.9783261227936078,22673.544850790084
18,0.92,Premium,F,SI1,61.8,59.0,6.21,6.25,3.85,1.0,4.0,4.0,-0.08338160893905101,3677.3916751884653
19,0.3,Ideal,G,IF,62.2,55.0,4.3,4.32,2.68,7.0,3.0,5.0,-1.2039728043259361,797.3819536976198
20,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,1.0,2.0,3.0,0.0,3587.3963896712917
21,0.34,Very Good,F,VS1,61.1,57.0,4.51,4.54,2.76,3.0,4.0,3.0,-1.0788096613719298,691.1187773107923
22,1.01,Very Good,F,SI2,62.4,58.0,6.37,6.41,3.99,2.0,4.0,3.0,0.009950330853168092,4610.717345754007
23,0.87,Ideal,F,VS1,62.0,55.0,6.1,6.13,3.79,3.0,4.0,5.0,-0.13926206733350766,4141.68752833742
24,1.26,Premium,D,SI2,61.9,58.0,6.88,6.81,4.24,2.0,6.0,4.0,0.23111172096338664,8246.626176596905
25,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,3.0,5.0,4.0,-0.9675840262617056,942.4768226075337
26,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,6.0,4.0,5.0,-0.5978370007556204,2362.0870395285456
27,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,1.0,3.0,4.0,-0.4307829160924542,1816.557244078898
28,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,6.0,6.0,4.0,-0.8915981192837836,1531.9617833062787
29,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,0.0,1.0,3.0,-0.35667494393873245,1588.8447954325045
30,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,3.0,1.0,3.0,0.02955880224154443,4244.358871150226
31,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,6.0,4.0,5.0,-1.0788096613719298,980.6140991295358
32,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,5.0,1.0,5.0,-0.31471074483970024,2927.0459068843575
33,0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,2.0,6.0,5.0,-0.18632957819149348,3988.5423838822358
34,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,1.0,3.0,3.0,-0.6733445532637656,1124.0834885175543
35,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,4.0,5.0,5.0,0.058268908123975824,6991.110845284775
36,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,3.0,6.0,5.0,-0.8915981192837836,1205.0782463437479
37,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,4.0,4.0,5.0,0.02955880224154443,6183.488630986777
38,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,1.0,6.0,5.0,-1.1394342831883648,637.0752753533884
39,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,3.0,0.0,4.0,-1.2039728043259361,430.5387531157283
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,6.0,6.0,3.0,-1.1394342831883648,938.8808355659663
41,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,3.0,3.0,5.0,-1.1086626245216111,656.3588889086084
42,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,3.0,3.0,5.0,-1.3862943611198906,395.14486018392233
43,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,3.0,4.0,5.0,-1.2039728043259361,591.5701615161726
44,1.26,Very Good,F,IF,60.0,60.0,7.04,7.09,4.24,7.0,4.0,3.0,0.23111172096338664,10953.562840086151
45,1.14,Ideal,J,VS1,61.6,56.0,6.71,6.73,4.14,3.0,0.0,5.0,0.131028262406404,5124.422983053314
46,1.51,Premium,H,SI1,62.8,60.0,7.22,7.14,4.51,1.0,2.0,4.0,0.412109650826833,7903.467769795104
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,2.0,5.0,3.0,-0.6733445532637656,1418.6951822435626
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,7.0,3.0,5.0,-1.1394342831883648,897.2166080964085
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,2.0,5.0,4.0,-0.06187540371808753,4499.65974122375
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,4.0,5.0,4.0,-0.6733445532637656,1769.6388209232173
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,2.0,2.0,5.0,0.11332868530700327,5207.079627414317
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,2.0,3.0,4.0,0.28517894223366247,7372.719921058808
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,4.0,2.0,4.0,-1.1394342831883648,611.4116021201351
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,4.0,5.0,5.0,-0.35667494393873245,3274.6306418603617
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,5.0,2.0,5.0,0.30010459245033816,9660.386836541891
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,4.0,4.0,2.0,-1.4696759700589417,357.6210359443152
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,0.0,4.0,3.0,-0.10536051565782628,3105.582414472782
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,1.0,6.0,5.0,0.02955880224154443,5396.864444690557
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,2.0,5.0,2.0,0.01980262729617973,4855.2039089099835
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,6.0,2.0,5.0,-0.5978370007556204,2052.348068148216
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,7.0,5.0,5.0,-1.0788096613719298,1153.6291428484283
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,6.0,6.0,4.0,-0.342490308946776,4179.570091207567
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1.0,3.0,2.0,-0.5978370007556204,1244.0346396130242
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,4.0,3.0,5.0,-0.616186139423817,1770.5840838026531
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7.0,2.0,5.0,0.20701416938432612,9799.192931108792
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,5.0,5.0,4.0,-1.3093333199837622,606.8483802863851
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,4.0,6.0,5.0,-0.6348782724359695,2112.7397126800706
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,2.0,3.0,5.0,0.22314355131420976,6827.914588725624
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,6.0,5.0,5.0,-1.0788096613719298,1052.0117077762472
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,4.0,1.0,4.0,-1.0216512475319814,706.818352290642
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,1.0,3.0,5.0,-1.0788096613719298,576.4311816344691
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,1.0,5.0,2.0,0.11332868530700327,5252.948431332171
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,3.0,2.0,5.0,-1.2039728043259361,513.9979424315251
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,1.0,6.0,5.0,-1.0216512475319814,790.1095883106916
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,5.0,4.0,5.0,-0.342490308946776,3435.147101460033
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,4.0,3.0,4.0,-1.1394342831883648,655.9279172832375
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,4.0,5.0,4.0,-0.6931471805599453,1706.7316523622326
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1.0,5.0,3.0,-0.6733445532637656,1293.7294023284537
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,3.0,0.0,5.0,-0.5447271754416722,1490.1430573772918
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,7.0,4.0,5.0,-1.2039728043259361,855.4385987352437
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,5.0,3.0,5.0,-0.941608539858445,1071.1265224066763
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,4.0,4.0,5.0,-1.171182981502945,688.7800834873508
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,3.0,2.0,3.0,-0.10536051565782628,3558.2390014218745
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2.0,3.0,4.0,-0.21072103131565253,2978.3835172605927
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2.0,5.0,4.0,-0.35667494393873245,2625.2264927205824
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,4.0,0.0,3.0,-0.9675840262617056,701.1321354787344
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,1.0,3.0,3.0,-0.342490308946776,2057.9357580911055
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,4.0,6.0,3.0,-0.342490308946776,3350.7040431855107
